home,geo_area_id,device,population,devices_pct
4104,13106,2,1661,0.12
4104,13113,1,1661,0.06
4104,13118,2,1661,0.12
4104,13119,1,1661,0.06
4104,13120,1,1661,0.06
4104,13121,2,1661,0.12
4104,13123,1,1661,0.06
4104,13124,1,1661,0.06
4104,13126,2,1661,0.12
4104,13128,1,1661,0.06
4104,13131,1,1661,0.06
4104,13201,1,1661,0.06
4104,13202,1,1661,0.06
4104,13401,3,1661,0.18
4104,13403,1,1661,0.06
4104,13501,1,1661,0.06
4105,13101,2,1359,0.15
4105,13102,1,1359,0.06999999999999999
4105,13104,1,1359,0.06999999999999999
4105,13107,3,1359,0.22
4105,13109,1,1359,0.06999999999999999
4105,13110,2,1359,0.15
4105,13113,2,1359,0.15
4105,13114,2,1359,0.15
4105,13115,3,1359,0.22
4105,13117,1,1359,0.06999999999999999
4105,13118,1,1359,0.06999999999999999
4105,13123,4,1359,0.29
4105,13124,1,1359,0.06999999999999999
4105,13126,1,1359,0.06999999999999999
4105,13128,3,1359,0.22
4105,13130,1,1359,0.06999999999999999
4105,13131,1,1359,0.06999999999999999
4105,13132,1,1359,0.06999999999999999
4105,13201,2,1359,0.15
4105,13202,1,1359,0.06999999999999999
4105,13203,1,1359,0.06999999999999999
4105,13301,2,1359,0.15
4105,13302,1,1359,0.06999999999999999
4105,13402,1,1359,0.06999999999999999
4105,13404,1,1359,0.06999999999999999
4105,13603,1,1359,0.06999999999999999
4106,13101,6,5600,0.11
4106,13106,3,5600,0.05
4106,13107,1,5600,0.02
4106,13108,1,5600,0.02
4106,13110,3,5600,0.05
4106,13112,1,5600,0.02
4106,13113,1,5600,0.02
4106,13114,5,5600,0.09
4106,13115,4,5600,0.06999999999999999
4106,13117,2,5600,0.04
4106,13118,1,5600,0.02
4106,13119,5,5600,0.09
4106,13120,4,5600,0.06999999999999999
4106,13122,4,5600,0.06999999999999999
4106,13123,4,5600,0.06999999999999999
4106,13124,2,5600,0.04
4106,13125,2,5600,0.04
4106,13126,1,5600,0.02
4106,13128,2,5600,0.04
4106,13130,1,5600,0.02
4106,13131,2,5600,0.04
4106,13132,1,5600,0.02
4106,13201,2,5600,0.04
4106,13301,3,5600,0.05
4106,13302,2,5600,0.04
4106,13401,2,5600,0.04
4106,13402,2,5600,0.04
4106,13404,2,5600,0.04
4106,13503,1,5600,0.02
4106,13602,1,5600,0.02
4201,13101,15,6516,0.22999999999999998
